id,artist,name,album,release_date,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genres
75rGONmoi48LLYBFaGiYsv,Jayda G,Both Of Us - Edit,Both Of Us,2020-05-26,63,False,0.735,0.71,11,-10.222,1,0.0766,0.00851,0.762,0.0684,0.507,123.962,229425,4,canadian electronic
2tudvzsrR56uom6smgOcSf,Future,Like That,WE DON'T TRUST YOU,2024-03-22,87,True,0.814,0.676,11,-4.67,0,0.231,0.00709,1.28e-05,0.119,0.312,162.012,267707,4,atl hip hop;hip hop;rap;southern hip hop;trap
06KyNuuMOX1ROXRhj787tj,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind,2016-01-29,78,False,0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,217707,4,pop;viral pop
3p8iG863bPsafyReUXaqXO,Powfu,Breakfast With the Moon,Breakfast With the Moon,2018-10-14,47,False,0.697,0.354,5,-15.064,1,0.206,0.892,2.48e-06,0.0539,0.575,78.007,163109,4,sad lo-fi;sad rap
0ciMj8GiQ2eKEAvH3FoMKZ,CH4YN,How I Fell In Love,How I Fell In Love,2023-03-03,39,False,0.613,0.547,8,-13.224,1,0.157,0.087,0.569,0.126,0.455,145.116,112552,4,hypertechno
4GL9GMX9t7Qkprvf1YighZ,Travis Scott,CIRCUS MAXIMUS (feat. The Weeknd & Swae Lee),UTOPIA,2023-07-28,70,True,0.682,0.764,1,-6.314,1,0.0327,0.000779,0.0089,0.373,0.248,125.018,258843,4,rap;slap house
5qaEfEh1AtSdrdrByCP7qR,Imagine Dragons,Demons,Night Visions,2012-09-04,85,False,0.5,0.71,3,-3.015,1,0.0339,0.19,0.00025,0.269,0.419,89.929,177507,4,modern rock;pop;rock
1kmhdq0RfZFdfSLaTsiTVi,MIKA,"Relax, Take It Easy",Life In Cartoon Motion,2007-02-05,55,False,0.698,0.693,6,-8.218,0,0.0329,0.0567,0.0161,0.129,0.608,121.859,270000,4,electropop
1zB4vmk8tFRmM9UULNzbLB,Imagine Dragons,Thunder,Evolve,2017-06-23,86,False,0.604,0.822,0,-4.833,1,0.0438,0.00672,0.134,0.147,0.288,167.997,187147,4,modern rock;pop;rock
20W8nSNWnvPyYxhERpW2XS,Gotu Jim,Emma,Niet Geslapen Wel Gedoucht,2023-01-13,28,False,0.67,0.945,0,-6.368,1,0.0533,0.00548,0.0347,0.0935,0.494,149.984,169585,4,dutch hip hop;lustrum
2hYHeXotP6BcWl2BUnLQfi,Oliver Dollar,Pushing On - Radio Edit,Pushing On (Radio Edit),2014-08-29,50,False,0.737,0.8,6,-4.46,0,0.0404,0.00275,0.00369,0.0991,0.734,121.985,163387,4,fidget house
3qqEFTIFcZuWJYBtshrxca,Mella Dee,Techno Disco Tool - Radio Edit,Techno Disco Tool (Radio Edit),2017-12-01,52,False,0.766,0.947,3,-6.097,0,0.0361,0.00504,0.0513,0.282,0.71,129.973,194308,4,bass house
58ZqPqb7Xx4H93XANHafIH,MIKA,Stuck In The Middle,Life In Cartoon Motion,2007-02-05,37,False,0.747,0.565,5,-7.095,1,0.0258,0.369,5.48e-06,0.109,0.961,93.832,248800,4,electropop
68KweGBSQfD2jrUvKMuASE,Alpha Tracks,To Nights - KI/KI Remix,slash 001,2022-07-13,37,False,0.714,0.886,5,-9.019,1,0.0484,0.038,0.878,0.116,0.341,148.006,363243,4,austrian techno
6B4XLVEw7yUPLmghRwuisa,mischluft,imma,imma,2022-10-24,47,False,0.754,0.58,11,-10.869,1,0.0774,0.0227,0.204,0.112,0.353,150.023,245200,4,
2uuvHEK3B5fvP3uh1hr5Ls,t e s t p r e s s,U,U,2023-07-14,47,False,0.645,0.946,2,-7.061,1,0.0503,0.176,0.776,0.145,0.285,139.933,182160,4,
0N1sqwppd1BwhNdjcIDEG2,Suzan & Freek,Blauwe Dag,Gedeeld Door Ons,2019-09-27,53,False,0.704,0.571,11,-7.319,1,0.0463,0.245,0.0,0.299,0.494,98.007,182695,4,dutch pop
4ZJOATYd35dFCb8b9PasEM,Robbie Rivera,My Body Moves - Soul Speech Remix,My Body Moves (Remix),2020-06-19,47,False,0.587,0.962,0,-3.364,0,0.0345,0.00196,0.513,0.645,0.28,122.983,158049,4,circuit;house;tribal house
2hXBS8q9rGMovfG1S8FB4F,Antônio Carlos Jobim,Wave,Wave,1967-06-15,61,False,0.551,0.314,7,-20.679,1,0.0337,0.83,0.831,0.0861,0.873,144.926,176907,4,bossa nova;brazilian classical;brazilian jazz;latin classical;mpb;violao
4iqtDvbICWuBERMTz9cz41,Marlon Hoffstadt,Call Me,Call Me,2023-05-19,59,False,0.608,0.995,2,-6.785,1,0.0406,0.00422,0.779,0.0823,0.96,144.951,139000,4,deep euro house
6NT2Yovx1t0mMvbwBzRsYc,Marlon Hoffstadt,Day 'N' Night,Day 'N' Night,2023-08-11,53,False,0.691,0.734,7,-7.037,1,0.0537,0.00104,0.0836,0.0901,0.733,146.966,200040,4,deep euro house
5e9TFTbltYBg2xThimr0rU,Fleetwood Mac,The Chain - 2004 Remaster,Rumours (Super Deluxe),1977-02-04,81,False,0.545,0.67,9,-8.81,1,0.0496,0.009,0.000822,0.0451,0.481,151.553,270213,4,album rock;classic rock;rock;soft rock;yacht rock
7N1Vjtzr1lmmCW9iasQ8YO,Mobb Deep,Survival of the Fittest,The Infamous,1995-04-25,69,True,0.813,0.703,11,-5.077,0,0.268,0.125,1.26e-06,0.237,0.241,94.828,224533,4,east coast hip hop;hardcore hip hop;hip hop;queens hip hop
0eOcjJgpO8XdJbPMYJgKqq,A-Trak,Coming Home,Coming Home,2020-02-21,55,False,0.786,0.803,5,-5.21,1,0.164,0.128,0.0167,0.266,0.598,123.002,190277,4,canadian electronic;edm;electro house;electronic trap;fidget house;house;turntablism
2SCP5oOX5OSp5RT83h2rs0,The Shapeshifters,Lola's Theme - Radio Edit,Lola's Theme,2004-01-01,65,False,0.753,0.835,5,-4.631,0,0.0533,0.000842,8.74e-05,0.13,0.669,123.943,207067,4,disco house;diva house;vocal house
4WbSbQyu0PXzlKZ9mVDRX8,Phil Fuldner,That Girl,That Girl,2022-01-07,56,False,0.732,0.969,5,-3.812,0,0.0576,0.000764,0.074,0.177,0.675,122.05,148583,4,disco house
56RdOnW3PjY4gcPSPcIc4R,MIKA,Any Other World,Life In Cartoon Motion,2007-02-05,39,False,0.533,0.243,3,-11.736,1,0.0327,0.877,5.96e-05,0.12,0.262,132.048,259160,4,electropop
5UM6P3y6794GYNOzZvj2zh,Butch,I Want You,I Want You,2023-05-05,65,False,0.732,0.88,1,-5.836,0,0.101,0.00407,0.00929,0.0635,0.863,125.019,187286,4,acid techno;frankfurt electronic;german techno;minimal tech house;minimal techno
67zr6xdiSAhsuyvL2Dczc1,Inner City,Good Life (Remastered),Good Life (Remastered),2017-08-24,46,False,0.65,0.921,4,-3.711,0,0.0563,0.000943,0.619,0.0588,0.77,120.941,196364,4,detroit house;diva house
7blWEpws63flJYjkyNhGya,WEISS,I Need Some,I Need Some,2022-10-28,35,False,0.722,0.966,9,-4.422,1,0.0842,0.0336,0.59,0.238,0.194,125.015,142200,4,house;tech house;uk dance;uk house
34xGLuxM0rkxhCVyMSqwJO,Milky Chance,Stolen Dance,Sadnecessary,2013-05-31,80,False,0.884,0.581,11,-8.813,1,0.0378,0.427,0.000206,0.0759,0.728,114.016,313684,4,german pop;modern rock
02xbHcxLcT7t9K3hNGiFul,Zsak,Feel The Love - Radio Edit,Feel The Love,2019-03-18,41,False,0.739,0.964,2,-3.542,1,0.177,0.0978,0.0936,0.268,0.912,123.007,171707,4,funky house;funky tech house
3Wx98ijEDnsxyMYePCuFNI,Pusha T,Dreamin Of The Past (feat. Kanye West),It's Almost Dry,2022-04-22,59,True,0.594,0.913,6,-2.372,0,0.255,0.655,0.0,0.423,0.897,80.302,173633,4,gangster rap;hip hop;pop rap;rap;southern hip hop;trap;virginia hip hop
5B2Fil0dJNfob1W8gpL5E4,ESSEL,Love Vibration,Love Vibration,2021-10-08,58,False,0.773,0.903,11,-5.279,1,0.0417,0.00171,0.617,0.0476,0.762,123.926,180488,4,tech house
6TaqooOXAEcijL6G1AWS2K,Snakehips,All My Friends (feat. Tinashe & Chance the Rapper),All My Friends (feat. Tinashe & Chance the Rapper),2015-10-21,68,True,0.681,0.521,0,-5.849,1,0.141,0.12,8.41e-05,0.108,0.181,94.997,229747,4,electropop;uk dance
6vOReYWXVpmVRKKM0xeGdR,MIKA,Love Today,Life In Cartoon Motion,2007-02-05,45,False,0.669,0.91,6,-4.989,0,0.0639,0.0284,0.00447,0.109,0.564,124.467,235173,4,electropop
2c9iVAV8Vte2POKrVZFC02,Powfu,I Could Never Be Loved,I Could Never Be Loved,2018-06-18,49,False,0.911,0.255,8,-15.257,1,0.153,0.499,0.000246,0.0937,0.244,137.994,213943,4,sad lo-fi;sad rap
3zBhihYUHBmGd2bcQIobrF,Otis Redding,(Sittin' On) the Dock of the Bay,The Dock of the Bay (Mono),1968,81,False,0.768,0.367,2,-11.226,1,0.0315,0.683,1.79e-05,0.081,0.532,103.621,163756,4,classic soul;memphis soul;soul;soul blues;southern soul;vocal jazz
05QGJav2nGJ9qdQ3vG9A9t,Duck Sauce,Ask Me,Ask Me / Mesmerize,2021-03-05,57,False,0.803,0.935,4,-4.915,0,0.032,0.0145,0.191,0.296,0.738,124.008,193795,4,disco house
2XFK1uEeqJ7XI1fNhdPFCz,MIKA,Billy Brown,Life In Cartoon Motion,2007-02-05,38,False,0.671,0.432,7,-7.923,1,0.0418,0.528,1.98e-05,0.281,0.679,121.941,194533,4,electropop
4k0vs6zgt0NYq6tmDum4nP,Theo Kottis,Seventies,Seventies,2020-11-06,44,False,0.703,0.922,6,-6.633,0,0.0556,0.00172,0.652,0.103,0.81,126.979,196036,4,uk house
5uFT92zKnodcdWbL0zTVS1,MIKA,My Interpretation,Life In Cartoon Motion,2007-02-05,38,False,0.303,0.742,7,-6.294,1,0.0392,0.0151,1.51e-05,0.271,0.386,96.572,215093,4,electropop
22quZFeltYbo325rn3ktTe,Young Marco,What You Say?,What You Say?,2023-01-13,52,False,0.687,0.746,6,-9.043,0,0.0484,0.033,0.00113,0.107,0.163,136.03,203688,4,dutch experimental electronic;float house
4M7D8L0mvWYFuqOuy0NN57,Gotu Jim,Tweede Klas Shit,Tweede Klas,2018-11-16,28,True,0.459,0.682,3,-6.718,1,0.0729,0.447,0.00109,0.208,0.355,175.855,89999,4,dutch hip hop;lustrum
1RKUoGiLEbcXN4GY4spQDx,Gorillaz,Clint Eastwood,Gorillaz,2001-03-26,76,True,0.663,0.694,10,-8.627,0,0.171,0.0253,0.0,0.0698,0.525,167.953,340920,4,alternative hip hop;modern rock;rock
6cVgPQEvXfXaWoUjZW45PK,Return Of The Jaded,I'm in Love with You,I'm in Love with You,2021-09-10,46,False,0.698,0.83,1,-6.186,1,0.0346,0.034,0.464,0.286,0.335,124.993,200632,4,canadian electronic;tech house
7w87IxuO7BDcJ3YUqCyMTT,Foster The People,Pumped Up Kicks,Torches,2011-05-23,86,False,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,239600,4,indietronica;modern alternative rock;modern rock;rock
7elX5HalbHX0ce1dql4ckd,Cavi,F The Disco,Our Beats,2020-01-24,52,False,0.734,0.776,5,-7.717,0,0.0992,0.00894,0.738,0.0916,0.793,124.018,284507,4,
0d28khcov6AiegSCpG5TuT,Gorillaz,Feel Good Inc.,Demon Days,2005-05-23,84,False,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,222640,4,alternative hip hop;modern rock;rock
2ujHInqP3YZ1EZF2THczet,Sik World,No One Knows,When Stars Align,2019-09-06,44,True,0.789,0.656,9,-8.559,0,0.108,0.28,0.0,0.179,0.0593,141.996,235022,4,rap
43W8zo8ohchliMXL2br1v9,Call Me Karizma,F U Till I F U,F U Till I F U,2016-04-20,45,True,0.581,0.605,10,-5.727,0,0.0455,0.282,3.63e-05,0.113,0.172,80.015,234162,4,minnesota hip hop
