"release_date","popularity","explicit","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","listener_0","listener_1"
53,46,0,790,567,11,-11,1,150,23,212,101,363,150,245,4,0,1
54,46,0,676,945,2,-7,1,97,178,805,141,293,140,182,4,0,1
51,54,0,738,558,11,-7,1,90,248,0,327,508,98,183,4,0,1
52,46,0,615,962,0,-3,0,67,2,532,745,288,123,158,4,0,1
7,63,0,578,292,7,-21,1,65,842,862,70,898,145,177,4,0,1
54,61,0,637,996,2,-7,1,79,4,808,66,988,145,139,4,0,1
54,54,0,724,726,7,-7,1,104,1,87,75,754,147,200,4,0,1
15,87,0,571,660,9,-9,1,96,9,1,21,495,152,270,4,0,1
30,73,1,852,694,11,-5,0,519,127,0,252,248,95,225,4,0,1
52,56,0,824,797,5,-5,1,318,130,17,287,615,123,190,4,0,1
38,68,0,789,830,5,-5,0,103,1,0,123,688,124,207,4,0,1
53,57,0,767,969,5,-4,0,112,1,77,180,694,122,149,4,0,1
41,37,0,559,219,3,-12,1,63,889,0,111,270,132,259,4,0,1
54,68,0,767,877,1,-6,0,196,4,10,43,888,125,187,4,0,1
49,45,0,681,919,4,-4,0,109,1,642,37,792,121,196,4,0,1
53,32,0,757,966,9,-4,1,163,34,612,254,200,125,142,4,0,1
46,86,0,927,568,11,-9,1,73,433,0,58,749,114,314,4,0,1
51,39,0,775,964,2,-4,1,343,99,97,290,938,123,172,4,0,1
53,61,1,623,911,6,-2,0,494,664,0,477,923,80,174,4,0,1
52,60,0,810,901,11,-5,1,81,2,640,24,784,124,180,4,0,1
47,71,1,714,506,0,-6,1,273,122,0,97,186,95,230,4,0,1
41,44,0,701,908,6,-5,0,124,29,5,98,580,124,235,4,0,1
50,49,0,955,231,8,-15,1,297,506,0,79,251,138,214,4,0,1
8,87,0,805,347,2,-11,1,61,693,0,64,547,104,164,4,0,1
52,58,0,842,934,4,-5,0,62,15,198,324,759,124,194,4,0,1
41,36,0,703,414,7,-8,1,81,535,0,306,699,122,195,4,0,1
52,43,0,737,920,6,-7,0,108,2,676,91,833,127,196,4,0,1
41,36,0,318,734,7,-6,1,76,15,0,293,397,97,215,4,0,1
54,52,0,720,738,6,-9,0,94,33,1,95,168,136,204,4,0,1
50,24,1,481,672,3,-7,1,141,453,1,217,365,176,90,4,0,1
36,81,1,695,685,10,-9,0,331,26,0,50,540,168,341,4,0,1
52,45,0,732,825,1,-6,1,67,34,481,312,345,125,201,4,0,1
44,93,0,768,701,5,-6,0,57,147,119,82,993,128,240,4,0,1
52,52,0,769,769,5,-8,0,192,9,766,77,816,124,285,4,0,1
39,90,0,857,696,6,-7,1,343,8,2,707,794,139,223,4,0,1
51,43,1,827,645,9,-9,0,209,284,0,182,61,142,235,4,0,1
48,44,1,609,593,10,-6,0,88,286,0,103,177,80,234,4,0,1
55,96,0,628,945,11,-4,1,87,1,11,66,769,152,143,4,0,0
52,25,0,530,694,11,-6,0,59,3,1,273,916,76,213,4,0,0
47,50,0,588,757,1,-5,1,82,24,0,219,676,90,192,4,0,0
53,70,1,754,675,6,-7,0,498,577,0,284,650,136,179,4,0,0
54,67,1,738,615,7,-7,1,690,28,0,71,414,172,206,4,0,0
55,50,0,595,870,2,-6,1,68,1,40,21,258,144,283,4,0,0
54,49,0,442,798,11,-5,1,130,0,62,344,438,171,169,4,0,0
52,57,1,535,505,5,-7,1,58,44,0,83,136,83,248,4,0,0
45,63,0,678,518,4,-5,0,54,11,0,94,657,97,188,4,0,0
41,82,0,708,775,4,-5,0,59,81,15,476,549,123,267,4,0,0
52,82,0,657,94,7,-14,1,61,871,1,146,113,132,120,4,0,0
48,64,0,605,570,5,-7,0,84,92,0,79,418,80,180,4,0,0
52,58,0,651,656,6,-7,1,105,0,87,60,588,124,238,4,0,0
41,83,0,454,959,9,-4,1,84,1,0,0,376,173,269,4,0,0
45,83,1,494,922,8,-4,1,113,3,0,344,737,155,177,4,0,0
43,65,0,505,824,5,-6,1,85,0,0,423,760,148,212,4,0,0
48,33,0,461,903,8,-6,1,92,0,2,92,584,84,246,4,0,0
46,61,0,588,832,9,-4,1,194,53,0,130,532,128,227,4,0,0
51,88,0,395,640,4,-5,0,114,20,0,176,88,130,220,4,0,0
54,75,1,713,878,0,-5,1,107,5,26,659,108,174,223,4,0,0
49,55,0,525,490,2,-7,0,54,166,0,139,148,75,236,4,0,0
36,92,0,648,937,9,-3,1,88,18,0,168,900,91,269,4,0,0
47,51,0,462,557,4,-6,1,62,11,15,115,120,140,207,4,0,0
32,77,0,538,424,4,-14,1,66,7,1,72,250,81,229,4,0,0
54,39,0,536,407,3,-9,1,64,606,0,94,277,75,184,4,0,0
55,68,1,977,713,1,-4,1,175,74,0,5,825,105,131,4,0,0
54,94,0,766,857,8,-5,0,103,20,0,115,781,128,213,4,0,0
52,51,0,353,903,11,-5,0,326,1,0,198,381,171,208,4,0,0
55,83,1,825,768,1,-7,1,106,193,0,103,810,119,215,4,0,0
54,73,1,592,896,0,-5,1,80,5,3,273,889,97,196,4,0,0
50,71,0,747,435,1,-10,1,57,853,4,93,242,103,219,4,0,0
54,61,0,710,757,7,-6,1,405,274,0,237,649,90,142,4,0,0
54,51,0,602,942,11,-6,0,67,4,838,308,313,150,124,4,0,0
47,56,0,691,786,6,-7,0,58,19,42,89,480,108,261,4,0,0
53,68,0,888,716,2,-8,1,91,4,4,54,335,127,320,4,0,0
36,67,0,756,729,5,-3,0,63,123,0,165,958,98,224,4,0,0
52,35,0,459,634,9,-7,1,56,347,0,126,405,150,276,4,0,0
53,82,0,745,717,3,-8,0,182,430,134,99,545,105,183,4,0,0
55,82,1,574,875,10,-5,1,116,26,1,76,850,174,227,4,0,0
52,90,0,676,519,6,-11,0,93,159,0,70,476,105,226,4,0,0
47,55,0,645,792,10,-4,0,158,19,8,86,775,88,181,4,0,0
53,71,0,716,884,6,-5,0,96,13,463,350,568,132,268,4,0,0
51,79,1,908,601,0,-6,1,293,30,0,92,369,98,229,4,0,0
55,80,0,617,726,0,-5,0,149,29,0,360,366,140,197,4,0,0
53,73,1,697,719,1,-8,0,76,10,409,174,408,134,199,4,0,0
21,94,0,513,466,9,-9,0,53,423,2,250,340,137,227,4,0,0
55,62,0,766,636,9,-7,1,71,150,0,199,586,120,164,4,0,0
53,79,0,718,822,10,-8,1,434,140,2,418,603,134,251,4,0,0
47,92,1,613,550,0,-7,0,100,68,0,129,141,113,242,4,0,0
55,73,0,857,618,10,-10,0,186,141,806,72,80,135,159,4,0,0
43,80,0,575,751,6,-4,0,79,1,0,78,846,139,190,4,0,0
51,52,0,477,944,6,-5,0,136,0,0,114,659,156,147,4,0,0
54,73,0,451,782,6,-6,0,133,121,0,99,340,120,144,4,0,0
53,40,0,232,847,6,-5,0,89,0,45,227,200,174,191,4,0,0
49,68,0,536,933,3,-5,1,469,4,0,258,687,168,272,4,0,0
55,86,0,559,631,6,-6,0,78,224,7,254,502,123,222,4,0,0
55,90,1,808,733,5,-7,0,72,25,0,100,195,120,152,4,0,0
55,63,0,676,843,11,-4,1,65,1,6,93,350,133,183,4,0,0
49,55,0,547,545,11,-5,0,79,2,0,231,203,154,236,4,0,0
51,24,0,711,927,3,-4,0,116,31,0,139,682,117,150,4,0,0
51,56,0,512,886,5,-5,0,80,6,0,972,680,156,154,4,0,0
54,79,0,681,760,8,-8,1,89,110,0,72,551,123,187,4,0,0
55,99,0,762,776,8,-9,0,81,57,349,238,674,120,178,4,0,0
51,77,0,827,712,8,-6,0,422,226,0,122,683,122,167,4,0,0
55,52,0,507,828,3,-4,0,79,1,444,219,775,170,184,4,0,0
54,58,0,350,830,1,-5,0,152,1,4,153,425,182,238,4,0,0
55,88,0,851,574,5,-4,0,92,35,0,115,683,123,209,4,0,0
45,48,0,530,465,2,-6,1,51,489,0,208,230,149,254,4,0,0
55,65,0,878,795,9,-6,0,67,42,0,40,597,128,129,4,0,0
55,55,0,875,782,8,-6,0,72,15,0,21,899,127,157,4,0,0
50,62,1,890,687,4,-5,0,111,188,1,81,79,101,256,4,0,0
55,75,0,890,907,0,-5,1,126,29,0,196,847,126,150,4,0,0
53,54,0,773,574,6,-7,1,64,387,0,547,553,116,199,4,0,0
55,65,0,651,740,0,-6,1,281,119,0,409,583,135,169,3,0,0
55,90,0,826,935,9,-6,1,583,23,0,342,868,151,145,4,0,0
49,38,1,661,784,8,-5,1,758,146,0,223,237,81,235,4,0,0
52,93,0,798,510,11,-7,1,183,446,0,77,546,81,239,4,0,0
54,67,0,779,804,8,-8,0,415,534,656,89,352,75,155,4,0,0
53,57,1,915,570,6,-6,0,636,49,0,107,780,160,160,4,0,0
53,54,0,997,504,6,-5,0,117,406,0,140,939,110,161,4,0,0
54,64,0,433,873,11,-5,1,110,1,0,434,351,164,215,4,0,0
54,74,0,594,825,9,-6,0,68,9,11,605,75,126,236,4,0,0
54,52,0,744,725,5,-6,0,221,359,0,144,430,160,147,4,0,0
32,62,0,791,912,8,-6,1,72,4,0,11,757,125,233,4,0,0
53,7,0,747,864,10,-2,0,147,15,0,713,801,126,148,4,0,0
54,55,0,784,657,6,-6,0,99,61,0,52,560,124,153,4,0,0
54,81,0,840,800,11,-5,1,74,387,1,104,825,107,239,4,0,0
53,88,0,651,776,2,-6,1,85,13,34,244,566,128,199,4,0,0
45,83,0,751,816,5,-3,0,61,57,0,68,636,93,220,4,0,0
47,80,0,412,471,0,-6,1,65,232,0,121,309,152,231,4,0,0
54,83,1,426,484,4,-8,0,97,195,0,178,93,158,307,4,0,0
52,85,0,622,742,5,-6,1,92,11,110,345,668,165,309,4,0,0
53,67,0,904,687,0,-5,1,104,331,5,17,534,140,159,4,0,0
54,79,0,625,657,6,-6,0,57,53,0,214,223,140,176,4,0,0
49,79,0,785,649,5,-6,1,324,163,0,263,190,95,209,4,0,0
46,63,0,755,666,3,-6,0,71,16,0,121,495,110,244,4,0,0
46,80,0,812,572,10,-10,0,53,43,642,59,533,110,338,4,0,0
42,71,1,594,698,8,-5,0,159,550,0,87,773,172,208,4,0,0
40,37,0,613,620,6,-10,0,62,408,0,209,716,87,269,4,0,0
52,45,0,698,934,6,-6,1,65,90,24,105,690,140,223,4,0,0
53,88,1,681,706,5,-5,0,490,101,0,118,192,107,244,4,0,0
53,44,0,414,237,6,-9,1,65,872,0,92,252,187,236,3,0,0
53,89,1,751,601,1,-6,0,101,397,0,64,162,98,222,4,0,0
50,74,1,527,579,5,-6,0,860,18,0,170,354,202,232,4,0,0
49,43,0,596,550,9,-5,0,83,91,0,65,261,133,210,4,0,0
52,79,0,729,608,8,-8,0,101,89,0,100,637,150,195,4,0,0
55,81,1,797,532,11,-13,1,119,29,959,91,116,118,171,4,0,0
54,80,1,615,734,6,-7,0,103,13,1,143,205,145,206,4,0,0
54,86,0,658,508,11,-8,0,183,711,3,231,428,170,173,4,0,0
54,44,0,831,614,9,-9,0,135,193,24,178,884,130,150,4,0,0
51,81,1,762,731,8,-4,1,80,370,1,161,548,93,146,4,0,0
48,27,0,544,734,0,-9,1,76,3,1,365,214,133,220,4,0,0
53,82,0,631,614,2,-5,0,77,13,0,140,637,160,207,4,0,0
52,70,1,733,694,9,-8,0,529,524,22,101,492,196,171,4,0,0
54,88,0,689,912,0,-5,0,101,53,0,98,516,140,147,4,0,0
52,80,1,694,394,0,-7,1,58,216,0,128,480,93,161,4,0,0
49,92,0,908,806,11,-4,0,107,380,0,60,997,122,199,4,0,0
54,67,0,642,796,9,-5,0,144,7,0,476,797,118,217,4,0,0
54,80,0,582,881,1,-4,0,413,65,0,388,432,122,153,4,0,0
51,39,1,735,350,1,-10,1,766,772,0,86,843,90,152,4,0,0
53,50,0,905,878,7,-9,1,96,3,111,59,367,129,160,4,0,0
49,68,0,640,633,6,-8,0,107,126,0,116,134,106,222,4,0,0
43,76,0,827,707,11,-4,0,84,131,0,50,629,126,235,4,0,0
49,76,1,784,742,8,-6,0,1000,144,0,52,678,90,221,4,0,0
54,50,0,711,715,3,-5,0,89,27,0,85,552,107,152,4,0,0
50,65,0,695,564,11,-8,0,103,111,0,111,467,90,193,4,0,0
51,81,0,767,446,11,-7,0,56,379,0,200,408,96,213,4,0,0
47,73,0,653,518,10,-8,1,127,248,7,101,254,85,181,4,0,0
52,48,0,668,576,9,-6,0,68,30,0,99,387,149,157,4,0,0
46,50,0,558,688,3,-7,0,68,300,0,46,473,148,233,4,0,0
54,51,1,681,795,1,-6,1,64,15,1,97,322,123,326,4,0,0
54,48,0,545,829,3,-6,0,164,13,0,82,138,145,139,4,0,0
54,48,0,730,460,9,-6,0,260,391,1,99,384,178,154,4,0,0
9,75,0,423,900,1,-4,1,129,585,308,313,511,116,424,4,0,0
35,67,0,665,667,5,-7,0,59,12,1,118,574,135,241,4,0,0
15,74,0,589,597,3,-7,0,53,27,0,171,527,131,200,4,0,0
52,68,1,416,251,2,-7,1,61,864,0,97,206,113,161,4,0,0
52,81,0,781,437,3,-3,0,76,44,0,56,442,139,206,4,0,0
53,83,0,461,295,8,-9,1,103,904,0,136,276,170,233,3,0,0
51,83,1,653,683,2,-5,1,98,333,0,151,582,80,240,4,0,0
26,86,0,545,641,5,-7,1,53,344,0,275,743,81,259,4,0,0
43,69,0,679,941,10,-3,0,170,21,0,38,751,129,231,4,0,0
25,86,0,695,273,9,-18,1,57,690,9,72,369,112,289,4,0,0
54,95,1,785,721,6,-3,0,62,265,0,103,840,111,132,1,0,0
52,57,0,839,827,0,-5,1,516,88,0,355,757,107,150,4,0,0
53,75,0,632,682,5,-6,1,72,25,0,670,594,147,172,4,0,0
55,79,0,740,939,11,-5,0,326,175,0,242,493,160,160,4,0,0
53,61,0,627,777,5,-4,0,76,175,0,50,407,126,148,4,0,0
54,54,0,747,694,1,-7,1,65,125,0,81,467,125,155,4,0,0
53,42,0,911,373,7,-9,0,277,183,0,150,716,105,157,4,0,0
48,51,0,527,885,0,-5,1,75,3,48,55,606,173,229,4,0,0
52,82,1,767,668,2,-5,1,172,88,0,101,202,101,211,4,0,0
54,57,0,735,753,8,-10,1,207,711,143,100,435,143,161,4,0,0
46,100,0,486,398,0,-9,0,50,138,23,84,493,68,184,4,0,0
52,56,1,929,593,6,-4,1,211,1,17,59,665,122,167,4,0,0
48,58,0,376,704,5,-5,1,71,335,0,357,280,62,195,4,0,0
52,52,0,631,818,3,-6,1,79,1,769,237,849,77,203,4,0,0
52,87,0,324,880,9,-4,1,157,68,1,69,321,159,195,4,0,0
49,40,0,745,921,1,-3,0,215,132,45,292,604,126,159,4,0,0
51,45,1,827,498,7,-8,1,599,141,0,155,297,180,171,4,0,0
52,64,0,688,634,5,-5,0,77,511,0,184,688,75,162,4,0,0
51,64,1,636,610,9,-5,0,147,19,0,400,552,146,232,4,0,0
51,58,1,746,888,2,-6,1,465,58,0,128,821,170,226,4,0,0
43,36,0,255,790,3,-7,1,88,33,0,344,293,100,236,3,0,0
53,77,0,636,760,5,-6,0,92,120,0,114,681,124,149,3,0,0
52,68,0,565,706,11,-7,0,115,27,0,702,503,124,166,4,0,0
23,74,0,456,745,8,-7,1,82,10,0,68,368,81,238,4,0,0
54,61,0,747,688,4,-7,0,70,30,0,518,656,125,144,4,0,0
52,49,0,718,512,7,-9,1,77,95,3,188,692,145,194,4,0,0
48,37,0,653,477,5,-8,0,66,64,0,92,611,81,224,4,0,0
49,76,0,717,607,10,-7,1,75,73,0,114,292,125,217,4,0,0
52,81,0,658,628,8,-5,1,84,2,0,394,507,108,186,4,0,0
33,77,0,695,834,0,-6,0,55,203,0,61,774,113,255,4,0,0
43,45,0,437,610,3,-5,1,58,13,0,708,230,154,274,4,0,0
44,64,0,729,812,1,-5,1,128,13,101,39,899,105,210,4,0,0
48,50,0,718,428,7,-9,1,53,428,0,99,215,102,205,4,0,0
48,79,1,516,252,6,-13,0,581,697,0,88,185,93,251,4,0,0
46,93,0,574,517,5,-8,1,63,189,0,228,417,85,272,4,0,0
54,52,1,681,806,9,-5,0,68,8,2,130,782,113,191,4,0,0
48,67,0,445,530,9,-7,0,57,57,0,105,142,90,212,4,0,0
52,82,1,473,615,8,-5,1,246,599,10,109,792,75,184,4,0,0
47,86,0,292,734,4,-6,0,174,0,0,682,337,190,231,4,0,0
15,87,0,571,660,9,-9,1,96,9,1,21,495,152,270,4,0,0
31,51,0,478,350,0,-15,1,78,626,1,130,191,99,274,4,0,0
55,83,0,410,314,0,-10,1,148,395,0,89,119,174,194,3,0,0
53,56,1,952,505,0,-8,0,152,46,0,98,833,134,174,4,0,0
49,93,1,761,762,6,-5,1,238,30,10,92,754,98,234,4,0,0
55,60,1,697,719,1,-8,0,76,10,409,174,408,134,199,4,0,0
51,36,0,623,512,10,-7,1,60,142,0,321,233,139,241,4,0,0
53,62,1,821,743,5,-6,1,151,432,0,257,905,98,141,4,0,0
33,96,0,330,706,11,-8,0,70,1,0,80,511,156,290,3,0,0
54,70,0,833,621,8,-8,0,118,32,0,95,752,124,121,4,0,0
50,70,0,847,651,0,-6,0,77,36,0,133,827,108,236,4,0,0
54,92,0,532,412,2,-9,0,65,842,0,79,333,130,213,4,0,0
53,75,0,830,487,1,-8,1,121,37,1,82,392,100,185,4,0,0
54,81,0,615,922,11,-5,0,89,32,18,244,524,140,179,4,0,0
54,88,0,665,819,2,-3,0,91,92,74,110,382,138,178,4,0,0
49,62,0,699,769,8,-5,0,54,2,0,128,534,128,215,4,0,0
53,50,0,871,459,11,-8,0,191,138,0,184,544,105,143,4,0,0
51,92,0,729,756,0,-3,1,77,192,3,70,567,120,215,4,0,0
